time_alvo,ano,jogo,home_or_away,home_team,away_team,stadium,tournament,home_score,away_score,away_manager,player_name,player_number,player_position,player_sub,player_captain,statistics_total_pass,statistics_accurate_pass,statistics_total_long_balls,statistics_accurate_long_balls,statistics_duel_won,statistics_total_clearance,statistics_was_fouled,statistics_saved_shots_from_inside_the_box,statistics_saves,statistics_minutes_played,statistics_touches,statistics_rating,statistics_possession_lost_ctrl,statistics_total_cross,statistics_aerial_lost,statistics_duel_lost,statistics_total_contest,statistics_won_contest,statistics_interception_won,statistics_fouls,statistics_key_pass,statistics_aerial_won,statistics_challenge_lost,statistics_total_tackle,statistics_outfielder_block,statistics_dispossessed,statistics_on_target_scoring_attempt,statistics_goals,statistics_shot_off_target,statistics_goal_assist,statistics_big_chance_created,statistics_good_high_claim,statistics_big_chance_missed,home_manager,statistics_accurate_cross,statistics_blocked_scoring_attempt,statistics_total_offside,statistics_penalty_conceded,statistics_penalty_save,statistics_error_lead_to_a_shot,statistics_penalty_won,statistics_hit_woodwork,statistics_punches,statistics_penalty_miss,statistics_total_keeper_sweeper,statistics_accurate_keeper_sweeper,statistics_last_man_tackle,statistics_error_lead_to_a_goal,statistics_penalty_shootout_save,statistics_penalty_shootout_goal,statistics_penalty_shootout_miss,statistics_clearance_off_line,statistics_own_goals,statistics_expected_goals,statistics_expected_assists,statistics_goals_prevented
Flamengo,2022,77,home,Flamengo,Avaí,Estádio do Maracanã,Brasileirão Série A,1,2,Enderson Moreira,André Luiz,17,F,TRUE,NA,9,9,NA,NA,4,NA,2,NA,NA,45,23,7.2,5,1,NA,3,3,1,NA,NA,1,1,NA,NA,NA,1,2,NA,2,NA,NA,NA,1,Filipe Luis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2488,0.0447008,NA
Flamengo,2022,77,home,Flamengo,Avaí,Estádio do Maracanã,Brasileirão Série A,1,2,Enderson Moreira,Thiago Maia,8,M,TRUE,NA,33,32,2,2,1,NA,NA,NA,NA,33,40,6.7,2,NA,NA,2,1,NA,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Filipe Luis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0154453,NA
Flamengo,2022,77,home,Flamengo,Avaí,Estádio do Maracanã,Brasileirão Série A,1,2,Enderson Moreira,Hugo Souza,45,G,TRUE,NA,10,10,1,1,NA,NA,NA,2,2,25,13,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Filipe Luis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.6573
Flamengo,2022,77,home,Flamengo,Avaí,Estádio do Maracanã,Brasileirão Série A,1,2,Enderson Moreira,Matheuzinho,34,D,TRUE,NA,5,4,1,NA,NA,NA,NA,NA,NA,9,7,7,3,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,Filipe Luis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.622689,NA
Flamengo,2022,77,home,Flamengo,Avaí,Estádio do Maracanã,Brasileirão Série A,1,2,Enderson Moreira,Kayke David,39,M,TRUE,NA,9,6,1,NA,1,NA,NA,NA,NA,9,17,6.2,9,2,NA,5,2,NA,NA,1,1,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,Filipe Luis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0377734,NA
Flamengo,2022,77,home,Flamengo,Avaí,Estádio do Maracanã,Brasileirão Série A,1,2,Enderson Moreira,Santos,20,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Filipe Luis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2022,77,home,Flamengo,Avaí,Estádio do Maracanã,Brasileirão Série A,1,2,Enderson Moreira,Matheus Cunha,25,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Filipe Luis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2022,77,home,Flamengo,Avaí,Estádio do Maracanã,Brasileirão Série A,1,2,Enderson Moreira,Fabrício Bruno,15,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Filipe Luis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2022,77,home,Flamengo,Avaí,Estádio do Maracanã,Brasileirão Série A,1,2,Enderson Moreira,Pablo,30,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Filipe Luis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2022,77,home,Flamengo,Avaí,Estádio do Maracanã,Brasileirão Série A,1,2,Enderson Moreira,Erick Pulgar,5,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Filipe Luis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2022,77,home,Flamengo,Avaí,Estádio do Maracanã,Brasileirão Série A,1,2,Enderson Moreira,Pedrinho,50,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Filipe Luis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2023,1,home,Flamengo,Audax-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,1,0,Luciano Quadros,Matheus Cunha,25,G,FALSE,TRUE,20,16,6,2,0,0,0,NA,0,90,21,6.7,3,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,NA,0,NA,0,NA,Filipe Luis,0,NA,0,NA,NA,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA
Flamengo,2023,1,home,Flamengo,Audax-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,1,0,Luciano Quadros,Wesley França,43,D,FALSE,NA,45,39,1,1,6,4,4,NA,NA,90,64,7,9,2,1,15,4,0,3,4,NA,1,1,0,0,NA,0,0,NA,0,NA,NA,NA,Filipe Luis,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
Flamengo,2023,1,home,Flamengo,Audax-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,1,0,Luciano Quadros,Gabriel Noga,41,D,FALSE,NA,75,68,10,6,2,3,0,NA,NA,90,92,7.3,4,0,0,6,0,0,2,1,NA,2,1,0,1,NA,0,0,NA,0,NA,NA,NA,Filipe Luis,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
Flamengo,2023,1,home,Flamengo,Audax-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,1,0,Luciano Quadros,Cleiton,33,D,FALSE,NA,61,55,8,3,5,5,1,NA,NA,90,84,7.7,9,0,0,5,0,0,6,2,NA,4,0,0,2,NA,0,0,1,0,NA,NA,NA,Filipe Luis,0,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.08,NA,NA
Flamengo,2023,1,home,Flamengo,Audax-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,1,0,Luciano Quadros,Ramon,36,D,FALSE,NA,45,37,6,4,4,1,0,NA,NA,90,54,7.1,10,4,1,11,2,1,1,4,1,2,1,0,0,NA,0,0,NA,0,NA,NA,NA,Filipe Luis,2,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.05,NA
Flamengo,2023,1,home,Flamengo,Audax-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,1,0,Luciano Quadros,Igor Jesus,48,M,FALSE,NA,51,48,4,2,9,4,1,NA,NA,90,66,7.1,5,0,0,10,3,3,4,1,NA,2,1,0,0,NA,0,0,NA,0,NA,NA,NA,Filipe Luis,0,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
Flamengo,2023,1,home,Flamengo,Audax-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,1,0,Luciano Quadros,Victor Hugo,29,M,FALSE,NA,5,4,0,0,1,0,0,NA,NA,19,5,6.5,0,0,0,1,0,0,NA,1,NA,1,0,0,0,NA,0,0,NA,0,NA,NA,NA,Filipe Luis,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
Flamengo,2023,1,home,Flamengo,Audax-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,1,0,Luciano Quadros,Thiaguinho,40,M,FALSE,NA,27,20,3,2,10,2,4,NA,NA,90,50,7.3,9,1,0,16,3,3,NA,2,2,2,2,0,0,1,1,0,1,0,NA,NA,NA,Filipe Luis,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.09,0.06,NA
Flamengo,2023,1,home,Flamengo,Audax-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,1,0,Luciano Quadros,Matheus França,42,M,FALSE,NA,26,18,0,0,8,0,0,NA,NA,90,49,7.8,14,1,1,16,5,4,2,2,2,0,2,0,1,2,1,1,NA,0,NA,NA,NA,Filipe Luis,1,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.06,0.33,NA
Flamengo,2023,1,home,Flamengo,Audax-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,1,0,Luciano Quadros,Werton,26,M,FALSE,NA,19,17,0,0,8,0,2,NA,NA,87,37,7.3,11,1,1,9,4,3,2,1,1,2,0,1,0,2,0,0,NA,0,NA,NA,NA,Filipe Luis,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.08,NA
Flamengo,2023,1,home,Flamengo,Audax-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,1,0,Luciano Quadros,Mateusão,46,F,FALSE,NA,11,10,0,0,5,1,0,NA,NA,90,23,7,4,1,1,13,3,2,NA,3,1,3,1,1,0,1,0,0,2,0,NA,NA,NA,Filipe Luis,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.33,0.03,NA
Flamengo,2023,1,home,Flamengo,Audax-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,1,0,Luciano Quadros,Evertton,52,M,TRUE,NA,33,31,1,1,2,1,0,NA,NA,83,43,6.3,5,0,2,7,0,0,NA,2,NA,0,0,0,0,1,0,0,NA,0,NA,NA,NA,Filipe Luis,0,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.03,NA,NA
Flamengo,2023,1,home,Flamengo,Audax-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,1,0,Luciano Quadros,Petterson,37,M,TRUE,NA,11,10,1,1,0,0,0,NA,NA,14,16,6.6,2,0,0,3,1,0,1,1,NA,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,Filipe Luis,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
Flamengo,2023,1,home,Flamengo,Audax-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,1,0,Luciano Quadros,Lorran,19,M,TRUE,NA,3,3,0,0,2,0,1,NA,NA,6,5,NA,1,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,Filipe Luis,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
Flamengo,2023,1,home,Flamengo,Audax-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,1,0,Luciano Quadros,André Luiz,38,F,TRUE,NA,3,3,0,0,0,0,0,NA,NA,6,7,NA,0,0,0,1,0,0,NA,0,1,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,Filipe Luis,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.04,NA
Flamengo,2023,1,home,Flamengo,Audax-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,1,0,Luciano Quadros,Caio Barone,55,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Filipe Luis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2023,1,home,Flamengo,Audax-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,1,0,Luciano Quadros,Francisco Dyogo  Bento Alves,49,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Filipe Luis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2023,1,home,Flamengo,Audax-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,1,0,Luciano Quadros,Marcos Paulo,47,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Filipe Luis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2023,1,home,Flamengo,Audax-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,1,0,Luciano Quadros,Daniel Sales,51,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Filipe Luis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2023,1,home,Flamengo,Audax-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,1,0,Luciano Quadros,Diegao,50,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Filipe Luis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2023,1,home,Flamengo,Audax-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,1,0,Luciano Quadros,Weverson,53,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Filipe Luis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2023,2,home,Flamengo,Portuguesa-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,4,1,Caio Couto,Santos,1,G,FALSE,NA,14,12,3,1,0,0,0,1,1,90,15,6.5,2,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,NA,Filipe Luis,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA
Flamengo,2023,2,home,Flamengo,Portuguesa-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,4,1,Caio Couto,Guillermo Varela,2,D,FALSE,NA,31,29,1,1,6,0,1,NA,NA,73,34,6.7,4,2,1,8,1,1,NA,4,1,2,1,0,0,NA,0,0,0,0,NA,NA,NA,Filipe Luis,1,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.05,NA
Flamengo,2023,2,home,Flamengo,Portuguesa-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,4,1,Caio Couto,Fabrício Bruno,15,D,FALSE,NA,84,81,5,3,8,3,2,NA,NA,90,103,7.8,3,0,2,5,0,0,1,2,NA,6,0,0,0,NA,1,1,0,0,NA,NA,NA,Filipe Luis,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.3,NA,NA
Flamengo,2023,2,home,Flamengo,Portuguesa-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,4,1,Caio Couto,David Luiz,23,D,FALSE,NA,93,89,4,2,1,1,0,NA,NA,90,113,7,6,0,1,9,2,1,3,2,NA,0,2,0,0,NA,1,0,0,0,NA,NA,NA,Filipe Luis,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.03,NA,NA
Flamengo,2023,2,home,Flamengo,Portuguesa-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,4,1,Caio Couto,Ayrton Lucas,6,D,FALSE,NA,55,46,3,0,7,0,0,NA,NA,90,63,7.2,10,4,1,12,3,2,2,2,3,2,2,0,0,1,0,0,0,1,NA,NA,NA,Filipe Luis,2,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.25,NA
Flamengo,2023,2,home,Flamengo,Portuguesa-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,4,1,Caio Couto,Everton Ribeiro,7,M,FALSE,TRUE,42,34,1,0,12,1,5,NA,NA,73,65,6.9,10,0,1,13,5,5,1,2,NA,0,3,0,0,2,0,0,1,0,NA,NA,1,Filipe Luis,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.53,NA,NA
Flamengo,2023,2,home,Flamengo,Portuguesa-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,4,1,Caio Couto,Thiago Maia,8,M,FALSE,NA,79,71,3,1,6,3,2,NA,NA,90,87,7.9,7,1,0,8,0,0,1,1,1,0,0,1,0,NA,1,1,0,0,NA,NA,NA,Filipe Luis,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.56,0.04,NA
Flamengo,2023,2,home,Flamengo,Portuguesa-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,4,1,Caio Couto,Gerson,20,M,FALSE,NA,67,67,0,0,9,0,4,NA,NA,81,79,6.8,5,0,0,9,1,1,2,3,NA,2,2,0,0,1,0,0,0,0,NA,NA,NA,Filipe Luis,0,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
Flamengo,2023,2,home,Flamengo,Portuguesa-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,4,1,Caio Couto,Giorgian De Arrascaeta,14,M,FALSE,NA,49,42,3,2,3,0,1,NA,NA,73,58,7.2,7,3,0,6,0,0,NA,0,2,0,1,0,0,NA,0,0,1,0,NA,NA,NA,Filipe Luis,1,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.01,0.12,NA
Flamengo,2023,2,home,Flamengo,Portuguesa-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,4,1,Caio Couto,Gabriel Barbosa,10,F,FALSE,NA,32,27,5,3,7,0,2,NA,NA,90,47,8.2,6,2,0,5,6,5,NA,1,1,0,0,0,0,1,2,1,0,0,NA,NA,NA,Filipe Luis,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.24,0.01,NA
Flamengo,2023,2,home,Flamengo,Portuguesa-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,4,1,Caio Couto,Pedro,9,F,FALSE,NA,14,11,0,0,9,0,1,NA,NA,81,28,9.1,6,1,0,3,2,1,NA,1,5,0,0,0,0,NA,2,1,2,2,NA,NA,NA,Filipe Luis,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.34,0.94,NA
Flamengo,2023,2,home,Flamengo,Portuguesa-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,4,1,Caio Couto,Matheuzinho,34,D,TRUE,NA,11,11,1,1,2,0,0,NA,NA,28,12,7.1,0,0,0,3,0,0,NA,1,2,0,0,0,0,NA,0,0,0,1,1,NA,NA,Filipe Luis,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.56,NA
Flamengo,2023,2,home,Flamengo,Portuguesa-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,4,1,Caio Couto,Marinho,31,M,TRUE,NA,7,5,0,0,1,1,0,NA,NA,28,9,6.6,1,0,0,3,0,0,NA,1,NA,0,0,1,0,NA,0,0,0,0,NA,NA,NA,Filipe Luis,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
Flamengo,2023,2,home,Flamengo,Portuguesa-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,4,1,Caio Couto,Everton,11,M,TRUE,NA,15,14,0,0,3,0,0,NA,NA,28,21,6.9,0,1,0,1,1,1,NA,1,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,Filipe Luis,1,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
Flamengo,2023,2,home,Flamengo,Portuguesa-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,4,1,Caio Couto,Erick Pulgar,5,M,TRUE,NA,14,14,0,0,3,2,1,NA,NA,20,18,6.7,1,0,0,0,0,0,NA,0,NA,1,0,0,0,NA,0,0,0,0,NA,NA,NA,Filipe Luis,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
Flamengo,2023,2,home,Flamengo,Portuguesa-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,4,1,Caio Couto,Arturo Vidal,32,M,TRUE,NA,13,12,1,1,2,0,1,NA,NA,20,16,6.6,0,0,0,2,1,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,Filipe Luis,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
Flamengo,2023,2,home,Flamengo,Portuguesa-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,4,1,Caio Couto,Matheus Cunha,25,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Filipe Luis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2023,2,home,Flamengo,Portuguesa-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,4,1,Caio Couto,Pablo,30,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Filipe Luis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2023,2,home,Flamengo,Portuguesa-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,4,1,Caio Couto,Wesley França,43,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Filipe Luis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2023,2,home,Flamengo,Portuguesa-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,4,1,Caio Couto,Cleiton,33,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Filipe Luis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2023,2,home,Flamengo,Portuguesa-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,4,1,Caio Couto,Matheus França,42,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Filipe Luis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2023,2,home,Flamengo,Portuguesa-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,4,1,Caio Couto,Werton,26,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Filipe Luis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2023,2,home,Flamengo,Portuguesa-RJ,Estádio do Maracanã,Carioca Série A – Taça Guanabara,4,1,Caio Couto,Mateusão,46,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Filipe Luis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
