time_alvo,ano,jogo,home_or_away,home_team,away_team,stadium,tournament,home_score,away_score,away_manager,player_name,player_number,player_position,player_sub,player_captain,statistics_total_pass,statistics_accurate_pass,statistics_total_long_balls,statistics_accurate_long_balls,statistics_duel_won,statistics_total_clearance,statistics_was_fouled,statistics_saved_shots_from_inside_the_box,statistics_saves,statistics_minutes_played,statistics_touches,statistics_rating,statistics_possession_lost_ctrl,statistics_total_cross,statistics_accurate_cross,statistics_aerial_lost,statistics_duel_lost,statistics_total_contest,statistics_won_contest,statistics_interception_won,statistics_fouls,statistics_key_pass,statistics_aerial_won,statistics_challenge_lost,statistics_total_tackle,statistics_blocked_scoring_attempt,statistics_outfielder_block,statistics_dispossessed,statistics_on_target_scoring_attempt,statistics_shot_off_target,statistics_total_keeper_sweeper,statistics_accurate_keeper_sweeper,statistics_total_offside,statistics_good_high_claim,home_manager,statistics_goals,statistics_punches,statistics_penalty_won,statistics_penalty_miss,statistics_big_chance_created,statistics_big_chance_missed,statistics_goal_assist,statistics_hit_woodwork,statistics_error_lead_to_a_goal,statistics_penalty_conceded,statistics_penalty_shootout_goal,statistics_penalty_shootout_miss,statistics_own_goals,statistics_error_lead_to_a_shot,statistics_clearance_off_line,statistics_penalty_shootout_save,statistics_last_man_tackle,statistics_penalty_save,statistics_expected_goals,statistics_expected_assists,statistics_goals_prevented
São Paulo,2021,76,away,Palmeiras,São Paulo,Allianz Parque,Brasileirão Série A,0,2,Luis Zubeldia,Luciano,11,F,FALSE,NA,25,23,1,1,4,2,1,NA,NA,78,35,8.2,3,NA,NA,1,2,NA,NA,NA,1,4,2,NA,1,NA,NA,NA,2,1,NA,NA,1,NA,Abel Ferreira,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,76,away,Palmeiras,São Paulo,Allianz Parque,Brasileirão Série A,0,2,Luis Zubeldia,Emiliano Rigoni,77,F,FALSE,NA,19,11,NA,NA,7,1,2,NA,NA,79,36,6.9,12,NA,NA,2,6,4,3,NA,2,1,2,NA,NA,1,NA,1,NA,4,NA,NA,1,NA,Abel Ferreira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,76,away,Palmeiras,São Paulo,Allianz Parque,Brasileirão Série A,0,2,Luis Zubeldia,Marquinhos,47,F,TRUE,NA,8,4,3,1,2,NA,NA,NA,NA,32,12,6.6,5,NA,NA,NA,1,1,NA,NA,1,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,Abel Ferreira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,76,away,Palmeiras,São Paulo,Allianz Parque,Brasileirão Série A,0,2,Luis Zubeldia,Gabriel Neves,15,M,TRUE,NA,4,4,1,1,NA,NA,NA,NA,NA,17,5,6.7,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abel Ferreira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,76,away,Palmeiras,São Paulo,Allianz Parque,Brasileirão Série A,0,2,Luis Zubeldia,Léo,16,D,TRUE,NA,6,4,2,1,2,1,NA,NA,NA,12,11,6.7,3,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abel Ferreira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,76,away,Palmeiras,São Paulo,Allianz Parque,Brasileirão Série A,0,2,Luis Zubeldia,Martín Benítez,8,M,TRUE,NA,5,2,NA,NA,2,NA,1,NA,NA,12,7,6.6,3,NA,NA,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abel Ferreira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,76,away,Palmeiras,São Paulo,Allianz Parque,Brasileirão Série A,0,2,Luis Zubeldia,Éder,23,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,5,6.4,2,NA,NA,NA,2,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Abel Ferreira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,76,away,Palmeiras,São Paulo,Allianz Parque,Brasileirão Série A,0,2,Luis Zubeldia,Lucas Perri,18,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abel Ferreira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,76,away,Palmeiras,São Paulo,Allianz Parque,Brasileirão Série A,0,2,Luis Zubeldia,Bruno Alves,3,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abel Ferreira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,76,away,Palmeiras,São Paulo,Allianz Parque,Brasileirão Série A,0,2,Luis Zubeldia,Welington,34,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abel Ferreira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,76,away,Palmeiras,São Paulo,Allianz Parque,Brasileirão Série A,0,2,Luis Zubeldia,Luis Orejuela,20,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abel Ferreira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,76,away,Palmeiras,São Paulo,Allianz Parque,Brasileirão Série A,0,2,Luis Zubeldia,Diego Costa,4,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abel Ferreira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,76,away,Palmeiras,São Paulo,Allianz Parque,Brasileirão Série A,0,2,Luis Zubeldia,Liziero,14,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abel Ferreira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,76,away,Palmeiras,São Paulo,Allianz Parque,Brasileirão Série A,0,2,Luis Zubeldia,Pablo,9,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abel Ferreira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,77,home,São Paulo,Athletico,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,0,0,Lucho Gonzalez,Tiago Volpi,1,G,FALSE,NA,19,16,6,3,NA,NA,NA,NA,NA,90,23,6.9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,77,home,São Paulo,Athletico,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,0,0,Lucho Gonzalez,Igor Vinícius,2,D,FALSE,NA,58,52,2,1,7,2,2,NA,NA,83,87,7.5,12,2,NA,1,2,2,2,2,NA,1,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,77,home,São Paulo,Athletico,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,0,0,Lucho Gonzalez,Robert Arboleda,5,D,FALSE,NA,84,72,7,2,7,3,NA,NA,NA,90,94,7.3,14,NA,NA,1,1,1,1,1,NA,NA,4,NA,2,NA,NA,NA,NA,1,NA,NA,1,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,77,home,São Paulo,Athletico,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,0,0,Lucho Gonzalez,Miranda,22,D,FALSE,TRUE,86,81,7,3,NA,NA,NA,NA,NA,90,88,6.7,5,NA,NA,3,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,77,home,São Paulo,Athletico,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,0,0,Lucho Gonzalez,Reinaldo,6,D,FALSE,NA,26,20,3,3,1,NA,NA,NA,NA,45,52,6.8,18,9,2,NA,3,1,NA,1,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,77,home,São Paulo,Athletico,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,0,0,Lucho Gonzalez,Gabriel Sara,21,M,FALSE,NA,44,35,1,NA,7,NA,1,NA,NA,90,73,7.4,19,4,2,1,6,4,1,2,1,2,2,NA,3,NA,NA,1,NA,4,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,77,home,São Paulo,Athletico,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,0,0,Lucho Gonzalez,Rodrigo Nestor,25,M,FALSE,NA,60,53,6,4,4,NA,2,NA,NA,82,67,6.9,8,NA,NA,NA,3,1,NA,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,77,home,São Paulo,Athletico,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,0,0,Lucho Gonzalez,Igor Gomes,26,M,FALSE,NA,67,58,4,3,6,1,3,NA,NA,90,88,7,16,4,1,2,4,NA,NA,2,1,2,3,NA,NA,5,NA,1,NA,1,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,77,home,São Paulo,Athletico,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,0,0,Lucho Gonzalez,Marquinhos,47,M,FALSE,NA,18,12,NA,NA,8,NA,2,NA,NA,45,34,6.8,14,4,1,1,7,4,2,NA,3,NA,2,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,77,home,São Paulo,Athletico,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,0,0,Lucho Gonzalez,Emiliano Rigoni,77,F,FALSE,NA,24,13,1,NA,6,NA,1,NA,NA,90,46,7.1,16,4,1,NA,3,3,3,NA,1,NA,1,NA,1,1,1,2,2,1,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,77,home,São Paulo,Athletico,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,0,0,Lucho Gonzalez,Jonathan Calleri,30,F,FALSE,NA,14,10,NA,NA,4,NA,NA,NA,NA,60,25,6.7,9,NA,NA,NA,3,3,2,NA,1,2,2,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,77,home,São Paulo,Athletico,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,0,0,Lucho Gonzalez,Léo,16,D,TRUE,NA,33,28,1,NA,2,NA,NA,NA,NA,45,40,6.6,6,NA,NA,NA,3,1,NA,1,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,77,home,São Paulo,Athletico,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,0,0,Lucho Gonzalez,Martín Benítez,8,M,TRUE,NA,37,33,NA,NA,6,NA,2,NA,NA,45,52,6.8,10,1,NA,NA,5,7,4,1,NA,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,77,home,São Paulo,Athletico,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,0,0,Lucho Gonzalez,Pablo,9,F,TRUE,NA,4,3,NA,NA,4,NA,1,NA,NA,30,9,6.9,1,NA,NA,1,1,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,77,home,São Paulo,Athletico,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,0,0,Lucho Gonzalez,Vitor Bueno,12,M,TRUE,NA,4,4,NA,NA,NA,NA,NA,NA,NA,8,7,6.4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,77,home,São Paulo,Athletico,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,0,0,Lucho Gonzalez,Luis Orejuela,20,D,TRUE,NA,19,16,1,1,NA,NA,NA,NA,NA,13,29,6.6,8,3,1,1,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,77,home,São Paulo,Athletico,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,0,0,Lucho Gonzalez,Thiago Couto,40,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,77,home,São Paulo,Athletico,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,0,0,Lucho Gonzalez,Lucas Perri,18,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,77,home,São Paulo,Athletico,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,0,0,Lucho Gonzalez,Bruno Alves,3,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,77,home,São Paulo,Athletico,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,0,0,Lucho Gonzalez,Welington,34,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,77,home,São Paulo,Athletico,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,0,0,Lucho Gonzalez,Diego Costa,4,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,77,home,São Paulo,Athletico,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,0,0,Lucho Gonzalez,Liziero,14,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,77,home,São Paulo,Athletico,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,0,0,Lucho Gonzalez,Rafael Silva,55,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,78,home,São Paulo,Sport Recife,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,2,0,Pepa,Tiago Volpi,1,G,FALSE,NA,19,12,10,3,NA,NA,NA,4,4,90,27,8.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,78,home,São Paulo,Sport Recife,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,2,0,Pepa,Igor Vinícius,2,D,FALSE,NA,39,31,2,NA,9,2,2,NA,NA,90,70,7.5,17,4,1,NA,4,6,3,1,1,3,3,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,78,home,São Paulo,Sport Recife,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,2,0,Pepa,Robert Arboleda,5,D,FALSE,NA,34,30,5,2,4,8,NA,NA,NA,90,51,7.3,5,NA,NA,2,5,NA,NA,1,4,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,78,home,São Paulo,Sport Recife,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,2,0,Pepa,Miranda,22,D,FALSE,TRUE,40,33,5,2,5,4,1,NA,NA,90,48,6.8,9,NA,NA,4,6,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,78,home,São Paulo,Sport Recife,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,2,0,Pepa,Reinaldo,6,D,FALSE,NA,36,31,3,2,6,2,2,NA,NA,90,57,7.4,14,8,2,1,5,2,2,2,NA,3,2,3,NA,NA,NA,1,NA,1,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,78,home,São Paulo,Sport Recife,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,2,0,Pepa,Gabriel Sara,21,M,FALSE,NA,30,22,1,NA,3,1,NA,NA,NA,88,51,7.2,12,NA,NA,1,5,2,1,1,1,1,NA,1,2,1,NA,1,4,2,NA,NA,NA,NA,Luis Zubeldia,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,78,home,São Paulo,Sport Recife,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,2,0,Pepa,Rodrigo Nestor,25,M,FALSE,NA,44,42,1,1,1,1,NA,NA,NA,83,52,6.8,3,1,NA,NA,5,NA,NA,1,2,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,78,home,São Paulo,Sport Recife,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,2,0,Pepa,Igor Gomes,26,M,FALSE,NA,42,39,3,1,4,1,1,NA,NA,90,62,7.2,5,5,4,1,8,3,3,2,2,5,NA,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,78,home,São Paulo,Sport Recife,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,2,0,Pepa,Vitor Bueno,12,M,FALSE,NA,17,15,2,2,1,NA,NA,NA,NA,45,21,6.7,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,78,home,São Paulo,Sport Recife,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,2,0,Pepa,Emiliano Rigoni,77,F,FALSE,NA,25,23,2,1,6,NA,2,NA,NA,88,39,7.2,7,4,2,1,3,1,NA,NA,1,1,2,NA,2,NA,NA,NA,NA,1,NA,NA,1,NA,Luis Zubeldia,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,78,home,São Paulo,Sport Recife,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,2,0,Pepa,Jonathan Calleri,30,F,FALSE,NA,11,9,1,1,4,2,3,NA,NA,60,26,7.4,6,5,1,NA,1,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,2,2,NA,NA,1,NA,Luis Zubeldia,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,78,home,São Paulo,Sport Recife,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,2,0,Pepa,Martín Benítez,8,M,TRUE,NA,31,20,4,2,7,NA,3,NA,NA,45,44,7.5,14,4,1,1,4,NA,NA,NA,1,2,NA,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,78,home,São Paulo,Sport Recife,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,2,0,Pepa,Marquinhos,47,F,TRUE,NA,9,9,NA,NA,NA,1,NA,NA,NA,30,14,7.1,2,3,1,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,78,home,São Paulo,Sport Recife,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,2,0,Pepa,Gabriel Neves,15,M,TRUE,NA,13,11,1,1,2,NA,NA,NA,NA,12,18,7.1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,78,home,São Paulo,Sport Recife,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,2,0,Pepa,Bruno Alves,3,D,TRUE,NA,2,2,NA,NA,NA,1,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2021,78,home,São Paulo,Sport Recife,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,2,0,Pepa,Juan,31,F,TRUE,NA,3,3,NA,NA,1,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
