time_alvo,ano,jogo,home_or_away,home_team,away_team,stadium,tournament,home_score,away_score,away_manager,player_name,player_number,player_position,player_sub,player_captain,statistics_total_pass,statistics_accurate_pass,statistics_total_long_balls,statistics_accurate_long_balls,statistics_duel_won,statistics_total_clearance,statistics_was_fouled,statistics_saved_shots_from_inside_the_box,statistics_saves,statistics_minutes_played,statistics_touches,statistics_rating,statistics_possession_lost_ctrl,statistics_total_cross,statistics_accurate_cross,statistics_aerial_lost,statistics_duel_lost,statistics_total_contest,statistics_won_contest,statistics_interception_won,statistics_fouls,statistics_key_pass,statistics_aerial_won,statistics_challenge_lost,statistics_total_tackle,statistics_blocked_scoring_attempt,statistics_outfielder_block,statistics_dispossessed,statistics_on_target_scoring_attempt,statistics_shot_off_target,statistics_total_keeper_sweeper,statistics_accurate_keeper_sweeper,statistics_total_offside,statistics_good_high_claim,home_manager,statistics_goals,statistics_punches,statistics_penalty_won,statistics_penalty_miss,statistics_big_chance_created,statistics_big_chance_missed,statistics_goal_assist,statistics_hit_woodwork,statistics_error_lead_to_a_goal,statistics_penalty_conceded,statistics_penalty_shootout_goal,statistics_penalty_shootout_miss,statistics_own_goals,statistics_error_lead_to_a_shot,statistics_clearance_off_line,statistics_penalty_shootout_save,statistics_last_man_tackle,statistics_penalty_save,statistics_expected_goals,statistics_expected_assists,statistics_goals_prevented
São Paulo,2018,3,away,Mirassol,São Paulo,Estádio Municipal José Maria de Campos Maia,Paulista Série A1,0,2,Luis Zubeldia,Sidão,12,G,FALSE,NA,23,18,10,5,NA,1,NA,NA,2,90,32,7.1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Mozart Santos,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,3,away,Mirassol,São Paulo,Estádio Municipal José Maria de Campos Maia,Paulista Série A1,0,2,Luis Zubeldia,Éder Militão,13,D,FALSE,NA,45,39,4,3,10,3,2,NA,NA,90,80,8,15,3,1,5,7,2,2,3,3,2,3,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,Mozart Santos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,3,away,Mirassol,São Paulo,Estádio Municipal José Maria de Campos Maia,Paulista Série A1,0,2,Luis Zubeldia,Rodrigo Caio,3,D,FALSE,NA,69,61,7,5,10,3,1,NA,NA,90,80,7.6,8,NA,NA,1,3,NA,NA,3,2,NA,7,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,Mozart Santos,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,3,away,Mirassol,São Paulo,Estádio Municipal José Maria de Campos Maia,Paulista Série A1,0,2,Luis Zubeldia,Anderson Martins,4,D,FALSE,NA,57,51,8,4,8,2,2,NA,NA,90,66,7.4,6,NA,NA,NA,1,1,1,1,1,NA,3,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,Mozart Santos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,3,away,Mirassol,São Paulo,Estádio Municipal José Maria de Campos Maia,Paulista Série A1,0,2,Luis Zubeldia,Edimar,16,D,FALSE,NA,29,24,4,4,5,NA,2,NA,NA,90,49,7.6,8,2,1,NA,1,1,1,1,1,1,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,Mozart Santos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,3,away,Mirassol,São Paulo,Estádio Municipal José Maria de Campos Maia,Paulista Série A1,0,2,Luis Zubeldia,Petros,6,M,FALSE,TRUE,26,20,1,NA,5,1,NA,NA,NA,70,44,7.4,13,4,NA,NA,2,3,2,NA,2,2,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,Mozart Santos,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,3,away,Mirassol,São Paulo,Estádio Municipal José Maria de Campos Maia,Paulista Série A1,0,2,Luis Zubeldia,Jucilei,8,M,FALSE,NA,71,64,9,7,4,1,2,NA,NA,90,81,7.3,7,NA,NA,1,3,NA,NA,4,NA,NA,NA,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,Mozart Santos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,3,away,Mirassol,São Paulo,Estádio Municipal José Maria de Campos Maia,Paulista Série A1,0,2,Luis Zubeldia,Shaylon,20,M,FALSE,NA,30,21,5,2,1,NA,NA,NA,NA,76,47,7.4,19,11,3,NA,1,1,NA,NA,1,3,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,Mozart Santos,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,3,away,Mirassol,São Paulo,Estádio Municipal José Maria de Campos Maia,Paulista Série A1,0,2,Luis Zubeldia,Marcos Guilherme,23,F,FALSE,NA,45,34,2,NA,4,NA,2,NA,NA,90,60,7.7,18,3,NA,NA,2,1,1,1,NA,1,NA,NA,1,NA,NA,2,1,1,NA,NA,NA,NA,Mozart Santos,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,3,away,Mirassol,São Paulo,Estádio Municipal José Maria de Campos Maia,Paulista Série A1,0,2,Luis Zubeldia,Diego Souza,9,F,FALSE,NA,23,18,3,2,7,NA,1,NA,NA,90,39,7.4,12,1,NA,NA,3,2,1,NA,1,3,2,NA,3,1,1,1,1,1,NA,NA,NA,NA,Mozart Santos,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,3,away,Mirassol,São Paulo,Estádio Municipal José Maria de Campos Maia,Paulista Série A1,0,2,Luis Zubeldia,Brenner,30,F,FALSE,NA,21,13,3,2,3,NA,1,NA,NA,62,30,6.6,11,NA,NA,NA,4,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mozart Santos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,3,away,Mirassol,São Paulo,Estádio Municipal José Maria de Campos Maia,Paulista Série A1,0,2,Luis Zubeldia,Caique,36,D,TRUE,NA,6,6,NA,NA,1,NA,1,NA,NA,28,12,7,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,Mozart Santos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,3,away,Mirassol,São Paulo,Estádio Municipal José Maria de Campos Maia,Paulista Série A1,0,2,Luis Zubeldia,Lucas Fernandes,11,M,TRUE,NA,11,11,1,1,5,NA,2,NA,NA,20,26,7.7,6,5,2,NA,4,1,1,NA,2,2,NA,NA,2,NA,NA,2,1,NA,NA,NA,NA,NA,Mozart Santos,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,3,away,Mirassol,São Paulo,Estádio Municipal José Maria de Campos Maia,Paulista Série A1,0,2,Luis Zubeldia,Paulinho Bóia,26,M,TRUE,NA,5,5,NA,NA,2,NA,NA,NA,NA,14,9,6.7,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,1,NA,NA,NA,NA,Mozart Santos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,3,away,Mirassol,São Paulo,Estádio Municipal José Maria de Campos Maia,Paulista Série A1,0,2,Luis Zubeldia,Jean,1,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mozart Santos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,3,away,Mirassol,São Paulo,Estádio Municipal José Maria de Campos Maia,Paulista Série A1,0,2,Luis Zubeldia,Aderllan Santos,32,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mozart Santos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,3,away,Mirassol,São Paulo,Estádio Municipal José Maria de Campos Maia,Paulista Série A1,0,2,Luis Zubeldia,Bruno Alves,34,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mozart Santos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,3,away,Mirassol,São Paulo,Estádio Municipal José Maria de Campos Maia,Paulista Série A1,0,2,Luis Zubeldia,Paulo Henrique,35,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mozart Santos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,3,away,Mirassol,São Paulo,Estádio Municipal José Maria de Campos Maia,Paulista Série A1,0,2,Luis Zubeldia,Reinaldo,14,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mozart Santos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,3,away,Mirassol,São Paulo,Estádio Municipal José Maria de Campos Maia,Paulista Série A1,0,2,Luis Zubeldia,Bruno,2,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mozart Santos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,3,away,Mirassol,São Paulo,Estádio Municipal José Maria de Campos Maia,Paulista Série A1,0,2,Luis Zubeldia,Felipe Araruna,28,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mozart Santos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,3,away,Mirassol,São Paulo,Estádio Municipal José Maria de Campos Maia,Paulista Série A1,0,2,Luis Zubeldia,Pedro Augusto,39,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mozart Santos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,3,away,Mirassol,São Paulo,Estádio Municipal José Maria de Campos Maia,Paulista Série A1,0,2,Luis Zubeldia,Guilherme Bissoli,29,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mozart Santos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,4,away,Corinthians,São Paulo,Neo Química Arena,Paulista Série A1,2,1,Luis Zubeldia,Sidão,12,G,FALSE,NA,20,16,12,8,1,1,NA,2,3,90,27,6.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Ramón Díaz,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,4,away,Corinthians,São Paulo,Neo Química Arena,Paulista Série A1,2,1,Luis Zubeldia,Éder Militão,13,D,FALSE,NA,52,43,3,2,13,4,2,NA,NA,90,84,7.9,17,3,1,2,5,2,1,1,3,2,4,NA,6,NA,NA,NA,NA,1,NA,NA,NA,NA,Ramón Díaz,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,4,away,Corinthians,São Paulo,Neo Química Arena,Paulista Série A1,2,1,Luis Zubeldia,Rodrigo Caio,3,D,FALSE,NA,59,50,6,5,6,5,1,NA,NA,90,68,6.7,10,NA,NA,4,4,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ramón Díaz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,4,away,Corinthians,São Paulo,Neo Química Arena,Paulista Série A1,2,1,Luis Zubeldia,Anderson Martins,4,D,FALSE,NA,56,50,10,6,5,6,1,NA,NA,90,66,6.8,6,NA,NA,3,3,NA,NA,2,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ramón Díaz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,4,away,Corinthians,São Paulo,Neo Química Arena,Paulista Série A1,2,1,Luis Zubeldia,Edimar,16,D,FALSE,NA,51,43,5,4,10,3,3,NA,NA,80,84,7.5,17,4,NA,NA,3,2,2,1,2,NA,1,NA,5,NA,NA,1,NA,2,NA,NA,NA,NA,Ramón Díaz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,4,away,Corinthians,São Paulo,Neo Química Arena,Paulista Série A1,2,1,Luis Zubeldia,Jucilei,8,M,FALSE,NA,66,64,10,9,5,2,2,NA,NA,90,80,7.3,5,NA,NA,NA,4,1,1,2,1,1,NA,1,2,NA,1,2,NA,NA,NA,NA,NA,NA,Ramón Díaz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,4,away,Corinthians,São Paulo,Neo Química Arena,Paulista Série A1,2,1,Luis Zubeldia,Marcos Guilherme,23,M,FALSE,NA,32,27,2,1,3,NA,1,NA,NA,90,46,6.3,14,2,NA,1,4,2,1,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,3,NA,Ramón Díaz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,4,away,Corinthians,São Paulo,Neo Química Arena,Paulista Série A1,2,1,Luis Zubeldia,Petros,6,M,FALSE,TRUE,64,57,2,NA,5,1,2,NA,NA,90,76,6.9,9,1,NA,NA,2,2,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,Ramón Díaz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,4,away,Corinthians,São Paulo,Neo Química Arena,Paulista Série A1,2,1,Luis Zubeldia,Shaylon,20,M,FALSE,NA,29,25,1,1,1,NA,NA,NA,NA,76,38,7.5,6,4,3,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,Ramón Díaz,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,4,away,Corinthians,São Paulo,Neo Química Arena,Paulista Série A1,2,1,Luis Zubeldia,Brenner,30,M,FALSE,NA,19,12,1,NA,1,1,1,NA,NA,59,35,6.7,12,1,NA,1,4,NA,NA,3,1,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,Ramón Díaz,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,4,away,Corinthians,São Paulo,Neo Química Arena,Paulista Série A1,2,1,Luis Zubeldia,Diego Souza,9,F,FALSE,NA,24,22,NA,NA,4,1,1,NA,NA,90,32,6.6,6,1,NA,3,7,NA,NA,NA,2,1,3,NA,NA,NA,NA,2,1,NA,NA,NA,1,NA,Ramón Díaz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,4,away,Corinthians,São Paulo,Neo Química Arena,Paulista Série A1,2,1,Luis Zubeldia,Caique,36,D,TRUE,NA,11,9,NA,NA,2,NA,NA,NA,NA,31,21,6.8,5,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ramón Díaz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,4,away,Corinthians,São Paulo,Neo Química Arena,Paulista Série A1,2,1,Luis Zubeldia,Paulinho Bóia,26,M,TRUE,NA,5,5,NA,NA,NA,NA,NA,NA,NA,14,10,6.4,4,2,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Ramón Díaz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,4,away,Corinthians,São Paulo,Neo Química Arena,Paulista Série A1,2,1,Luis Zubeldia,Reinaldo,14,D,TRUE,NA,8,6,1,NA,2,NA,1,NA,NA,10,15,6.8,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ramón Díaz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,4,away,Corinthians,São Paulo,Neo Química Arena,Paulista Série A1,2,1,Luis Zubeldia,Jean,1,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ramón Díaz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,4,away,Corinthians,São Paulo,Neo Química Arena,Paulista Série A1,2,1,Luis Zubeldia,Bruno,2,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ramón Díaz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,4,away,Corinthians,São Paulo,Neo Química Arena,Paulista Série A1,2,1,Luis Zubeldia,Aderllan Santos,32,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ramón Díaz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,4,away,Corinthians,São Paulo,Neo Química Arena,Paulista Série A1,2,1,Luis Zubeldia,Bruno Alves,34,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ramón Díaz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,4,away,Corinthians,São Paulo,Neo Química Arena,Paulista Série A1,2,1,Luis Zubeldia,Lucas Fernandes,11,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ramón Díaz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,4,away,Corinthians,São Paulo,Neo Química Arena,Paulista Série A1,2,1,Luis Zubeldia,Pedro Augusto,39,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ramón Díaz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,4,away,Corinthians,São Paulo,Neo Química Arena,Paulista Série A1,2,1,Luis Zubeldia,Hudson,25,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ramón Díaz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,4,away,Corinthians,São Paulo,Neo Química Arena,Paulista Série A1,2,1,Luis Zubeldia,Felipe Araruna,28,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ramón Díaz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,4,away,Corinthians,São Paulo,Neo Química Arena,Paulista Série A1,2,1,Luis Zubeldia,Guilherme Bissoli,29,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ramón Díaz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,5,away,Madureira,São Paulo,Estadio Conselheiro Galvao,Copa do Brasil,0,1,Luis Zubeldia,Sidão,12,G,FALSE,NA,27,24,11,9,NA,2,NA,1,3,90,33,7.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Daniel Jorge Neri Marinho,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,5,away,Madureira,São Paulo,Estadio Conselheiro Galvao,Copa do Brasil,0,1,Luis Zubeldia,Éder Militão,13,D,FALSE,NA,73,61,7,4,15,5,1,NA,NA,90,115,7.4,23,1,NA,3,8,4,3,2,1,NA,5,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Daniel Jorge Neri Marinho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,5,away,Madureira,São Paulo,Estadio Conselheiro Galvao,Copa do Brasil,0,1,Luis Zubeldia,Rodrigo Caio,3,D,FALSE,NA,89,85,8,7,9,3,1,NA,NA,90,104,8,5,NA,NA,1,1,NA,NA,1,NA,NA,5,NA,3,1,1,NA,NA,2,NA,NA,NA,NA,Daniel Jorge Neri Marinho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,5,away,Madureira,São Paulo,Estadio Conselheiro Galvao,Copa do Brasil,0,1,Luis Zubeldia,Anderson Martins,4,D,FALSE,NA,83,77,12,10,5,6,NA,NA,NA,90,96,7.3,6,NA,NA,4,7,1,1,NA,2,NA,4,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,Daniel Jorge Neri Marinho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,5,away,Madureira,São Paulo,Estadio Conselheiro Galvao,Copa do Brasil,0,1,Luis Zubeldia,Edimar,16,D,FALSE,NA,69,61,7,7,3,NA,NA,NA,NA,90,88,8,11,2,1,2,3,1,1,1,1,3,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,Daniel Jorge Neri Marinho,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,5,away,Madureira,São Paulo,Estadio Conselheiro Galvao,Copa do Brasil,0,1,Luis Zubeldia,Jucilei,8,M,FALSE,TRUE,57,53,7,5,4,1,1,NA,NA,90,68,7.2,4,NA,NA,NA,2,NA,NA,2,1,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Daniel Jorge Neri Marinho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,5,away,Madureira,São Paulo,Estadio Conselheiro Galvao,Copa do Brasil,0,1,Luis Zubeldia,Marcos Guilherme,23,M,FALSE,NA,66,53,6,3,3,NA,1,NA,NA,90,79,7.6,20,2,1,NA,2,3,2,NA,NA,2,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,Daniel Jorge Neri Marinho,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,5,away,Madureira,São Paulo,Estadio Conselheiro Galvao,Copa do Brasil,0,1,Luis Zubeldia,Felipe Araruna,28,M,FALSE,NA,34,28,3,1,6,1,2,NA,NA,63,52,6.9,15,4,1,1,5,3,1,NA,2,2,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Daniel Jorge Neri Marinho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
